"mk.id" "chr" "cM"
"25821" "PZE-105147766" 5 95
"25781" "PZE-105145088" 5 95.2
"25790" "PZE-105145395" 5 95.3
"25785" "PZE-105145239" 5 95.3
"25784" "PZE-105145212" 5 95.4
"25783" "PZE-105145211" 5 95.4
"25754" "PZE-105143697" 5 95.5
"25767" "PZE-105144284" 5 95.5
"25814" "PZE-105147361" 5 95.6
"25759" "PZE-105143985" 5 95.6
"25823" "PZE-105147776" 5 95.7
"25795" "PZE-105146300" 5 95.9
"25815" "PZE-105147471" 5 96
"25822" "PZE-105147772" 5 96.5
"25792" "PZE-105145814" 5 96.6
"3468" "PZB02424.1" 5 96.7
"25832" "PZE-105150212" 5 96.8
"25827" "PZE-105149244" 5 96.9
"25825" "PZE-105148186" 5 97.4
"25818" "PZE-105147698" 5 97.5
"25817" "PZE-105147666" 5 97.6
"25799" "PZE-105146498" 5 97.8
"25809" "PZE-105146705" 5 97.8
"25806" "PZE-105146678" 5 97.8
"25836" "PZE-105150294" 5 98.2
"25844" "PZE-105151317" 5 98.3
"25840" "PZE-105150581" 5 98.8
"25855" "PZE-105152264" 5 99
"25848" "PZE-105151436" 5 99.1
"25831" "PZE-105150142" 5 99.3
"25837" "PZE-105150346" 5 99.6
"25852" "PZE-105152167" 5 99.6
"25859" "PZE-105152305" 5 99.6
"25846" "PZE-105151400" 5 99.7
"25845" "PZE-105151348" 5 99.7
"25850" "PZE-105151612" 5 99.9
"25857" "PZE-105152300" 5 100.5
"25856" "PZE-105152296" 5 100.5
"25854" "PZE-105152260" 5 100.9
"25860" "PZE-105152401" 5 101
"25865" "PZE-105154006" 5 101.3
"25872" "PZE-105154562" 5 102.3
"25895" "PZE-105156596" 5 103
"25875" "PZE-105154599" 5 103.2
"25876" "PZE-105154616" 5 103.2
"25967" "PZE-105162987" 5 103.3
"25882" "PZE-105155546" 5 103.4
"25966" "PZE-105162965" 5 103.4
"25879" "PZE-105155048" 5 103.8
"25885" "PZE-105155892" 5 103.9
"25900" "PZE-105156919" 5 104
"25880" "PZE-105155296" 5 104.2
"25881" "PZE-105155494" 5 104.3
"3456" "PZB02189.6" 5 104.8
"25909" "PZE-105157560" 5 104.9
"25902" "PZE-105156970" 5 105.3
"25891" "PZE-105156153" 5 105.5
"25897" "PZE-105156713" 5 105.6
"25906" "PZE-105157284" 5 105.6
"25901" "PZE-105156950" 5 105.7
"25904" "PZE-105157054" 5 106.2
"25921" "PZE-105158804" 5 106.3
"25888" "PZE-105156016" 5 106.4
"25923" "PZE-105158836" 5 107
"25922" "PZE-105158821" 5 107
"25894" "PZE-105156453" 5 107.1
"25931" "PZE-105159327" 5 107.3
"25911" "PZE-105157677" 5 107.9
"25910" "PZE-105157658" 5 108.2
"25924" "PZE-105158958" 5 108.6
"25917" "PZE-105158503" 5 108.6
"25928" "PZE-105159062" 5 108.6
"25927" "PZE-105159055" 5 108.6
"25930" "PZE-105159228" 5 108.7
"25937" "PZE-105160636" 5 108.9
"25950" "PZE-105161111" 5 109
"25953" "PZE-105161125" 5 109
"25945" "PZE-105160804" 5 109
"25926" "PZE-105158980" 5 109.1
"25933" "PZE-105160040" 5 109.2
"25954" "PZE-105161216" 5 109.2
"25935" "PZE-105160408" 5 109.2
"25947" "PZE-105160952" 5 109.9
"25951" "PZE-105161112" 5 109.9
"25973" "PZE-105163347" 5 110.2
"25956" "PZE-105161326" 5 110.2
"25934" "PZE-105160407" 5 110.3
"25939" "PZE-105160752" 5 110.4
"25943" "PZE-105160788" 5 110.4
"25941" "PZE-105160758" 5 110.8
"25960" "PZE-105161685" 5 110.9
"25962" "PZE-105162073" 5 111
"25978" "PZE-105163488" 5 111.1
"25982" "PZE-105163594" 5 111.2
"25980" "PZE-105163590" 5 111.2
"25981" "PZE-105163591" 5 111.3
"25959" "PZE-105161488" 5 111.3
"25992" "PZE-105165035" 5 111.6
"25993" "PZE-105165039" 5 111.6
"25976" "PZE-105163435" 5 111.8
"25974" "PZE-105163388" 5 111.8
"25991" "PZE-105164922" 5 112.1
"25987" "PZE-105163910" 5 112.3
"25975" "PZE-105163425" 5 112.4
"25979" "PZE-105163550" 5 112.4
"25983" "PZE-105163607" 5 112.5
"25988" "PZE-105164030" 5 113
"25986" "PZE-105163718" 5 113
"25995" "PZE-105165114" 5 113.2
"25977" "PZE-105163439" 5 113.2
"26000" "PZE-105165365" 5 114
"25999" "PZE-105165346" 5 114
"26010" "PZE-105165911" 5 114.1
"26022" "PZE-105166788" 5 114.4
"26004" "PZE-105165602" 5 114.7
"26006" "PZE-105165764" 5 114.7
"25989" "PZE-105164629" 5 114.8
"26009" "PZE-105165908" 5 114.9
"25998" "PZE-105165345" 5 115.2
"26021" "PZE-105166784" 5 115.8
"26024" "PZE-105166980" 5 115.8
"26025" "PZE-105167010" 5 117
"2345" "PZA00448.6" 5 117
"26016" "PZE-105166634" 5 117.3
"26017" "PZE-105166637" 5 117.3
"26033" "PZE-105169446" 5 117.4
"26030" "PZE-105169310" 5 117.4
"26027" "PZE-105169103" 5 118
"26034" "PZE-105169468" 5 118.8
"2878" "PZA03339.3" 5 118.9
"26036" "PZE-105169553" 5 119.6
"26037" "PZE-105169622" 5 119.9
"2875" "PZA03335.2" 5 120.1
"26040" "PZE-105171048" 5 120.3
"26045" "PZE-105171775" 5 120.7
"26048" "PZE-105171961" 5 121.1
"26047" "PZE-105171924" 5 121.4
"26042" "PZE-105171747" 5 122.3
"26044" "PZE-105171774" 5 122.4
"26049" "PZE-105172533" 5 123
"26056" "PZE-105175110" 5 124.3
"26058" "PZE-105175259" 5 124.9
"26055" "PZE-105174977" 5 124.9
"26062" "PZE-105177822" 5 129
"26063" "PZE-105177835" 5 129
"26061" "PZE-105177818" 5 129.1
"26066" "PZE-105179316" 5 129.9
"26067" "PZE-105179860" 5 130.2
"26068" "PZE-105179864" 5 131.5
"26082" "PZE-105181205" 5 131.7
"26079" "PZE-105180900" 5 131.9
"26070" "PZE-105180233" 5 132.3
"26072" "PZE-105180266" 5 132.9
"26080" "PZE-105180966" 5 133
"26087" "PZE-105181743" 5 133
"26083" "PZE-105181352" 5 133.3
"26073" "PZE-105180267" 5 133.4
"26081" "PZE-105181159" 5 133.5
"26075" "PZE-105180820" 5 133.6
"26092" "PZE-105181920" 5 133.7
"26096" "PZE-105181969" 5 133.8
"26094" "PZE-105181967" 5 133.8
"26095" "PZE-105181968" 5 133.8
"26086" "PZE-105181691" 5 133.9
"26106" "PZE-105182097" 5 134
"26085" "PZE-105181391" 5 134.1
"26084" "PZE-105181381" 5 134.6
"26110" "PZE-105182386" 5 135.3
"26111" "PZE-105182482" 5 135.6
"2494" "PZA01060.1" 5 135.9
"26105" "PZE-105182093" 5 136
"26097" "PZE-105181974" 5 136.3
"26117" "PZE-105182638" 5 136.3
"26122" "PZE-105182657" 5 136.4
"26118" "PZE-105182639" 5 136.4
"26120" "PZE-105182647" 5 136.5
"26119" "PZE-105182641" 5 136.5
"26123" "PZE-105182674" 5 136.6
"26126" "PZE-106000007" 6 0
"26129" "PZE-106000068" 6 0
"26141" "PZE-106000117" 6 0
"26137" "PZE-106000112" 6 0
"26138" "PZE-106000113" 6 0.1
"26133" "PZE-106000093" 6 0.1
"26146" "PZE-106000137" 6 0.1
"26144" "PZE-106000131" 6 0.1
"26145" "PZE-106000136" 6 0.1
"26139" "PZE-106000114" 6 0.1
"26140" "PZE-106000115" 6 0.1
"26136" "PZE-106000110" 6 0.2
"26148" "PZE-106000150" 6 0.2
"26149" "PZE-106000160" 6 0.2
"26156" "PZE-106000325" 6 0.3
"26151" "PZE-106000242" 6 0.3
"26153" "PZE-106000303" 6 0.4
"26152" "PZE-106000286" 6 0.4
"26160" "PZE-106000399" 6 0.5
"26159" "PZE-106000372" 6 0.5
"26157" "PZE-106000346" 6 0.5
"26164" "PZE-106000507" 6 0.6
"26158" "PZE-106000349" 6 0.6
"26174" "PZE-106000711" 6 0.6
"26175" "PZE-106000767" 6 0.7
"26171" "PZE-106000628" 6 0.7
"26167" "PZE-106000594" 6 0.7
"26176" "PZE-106000837" 6 0.8
"26180" "PZE-106000906" 6 0.8
"26177" "PZE-106000855" 6 0.8
"26181" "PZE-106000911" 6 0.8
"26184" "PZE-106001126" 6 1.2
"26183" "PZE-106001089" 6 1.3
"2418" "PZA00606.3" 6 1.8
"26187" "PZE-106001418" 6 1.9
"26189" "PZE-106001449" 6 2
"26188" "PZE-106001445" 6 2
"2417" "PZA00606.10" 6 2
"26193" "PZE-106001657" 6 2.1
"26196" "PZE-106001869" 6 2.4
"26203" "PZE-106002793" 6 2.5
"26194" "PZE-106001672" 6 2.5
"26192" "PZE-106001656" 6 2.6
"26204" "PZE-106002839" 6 2.9
"26201" "PZE-106002606" 6 2.9
"26205" "PZE-106002972" 6 3.3
"26210" "PZE-106003350" 6 3.6
"26208" "PZE-106003203" 6 4
"26213" "PZE-106003733" 6 4
"26242" "PZE-106004555" 6 4.1
"26221" "PZE-106003970" 6 4.2
"26219" "PZE-106003958" 6 4.2
"26246" "PZE-106004724" 6 4.3
"26256" "PZE-106005121" 6 4.3
"26243" "PZE-106004598" 6 4.4
"26231" "PZE-106004268" 6 4.5
"26232" "PZE-106004273" 6 4.5
"26220" "PZE-106003964" 6 4.7
"2757" "PZA03003.11" 6 4.8
"26252" "PZE-106004997" 6 4.8
"26229" "PZE-106004214" 6 4.8
"26233" "PZE-106004307" 6 5
"26237" "PZE-106004391" 6 5
"26234" "PZE-106004351" 6 5
"26251" "PZE-106004952" 6 5.1
"26250" "PZE-106004871" 6 5.2
"26247" "PZE-106004730" 6 5.2
"26253" "PZE-106005006" 6 5.2
"26222" "PZE-106003981" 6 5.3
"26217" "PZE-106003908" 6 5.3
"26239" "PZE-106004401" 6 5.4
"26254" "PZE-106005094" 6 5.7
"26270" "PZE-106006003" 6 5.8
"26255" "PZE-106005120" 6 6
"26289" "PZE-106006643" 6 6.1
"26265" "PZE-106005833" 6 6.3
"26266" "PZE-106005865" 6 6.4
"26278" "PZE-106006362" 6 6.6
"2859" "PZA03290.1" 6 6.7
"2860" "PZA03290.2" 6 6.7
"26299" "PZE-106006805" 6 6.8
"26288" "PZE-106006615" 6 6.8
"26282" "PZE-106006485" 6 7.1
"26301" "PZE-106006919" 6 7.3
"26281" "PZE-106006455" 6 7.3
"26300" "PZE-106006917" 6 7.3
"26290" "PZE-106006691" 6 7.4
"26293" "PZE-106006706" 6 7.4
"26292" "PZE-106006705" 6 7.4
"26311" "PZE-106007130" 6 7.5
"26308" "PZE-106007078" 6 7.6
"26306" "PZE-106007071" 6 7.6
"26309" "PZE-106007114" 6 7.7
"26608" "PZE-106014671" 6 7.7
"26310" "PZE-106007117" 6 7.7
"26297" "PZE-106006772" 6 7.7
"26610" "PZE-106014741" 6 7.8
"26284" "PZE-106006537" 6 7.9
"26305" "PZE-106007060" 6 7.9
"26302" "PZE-106006962" 6 8.1
"26609" "PZE-106014738" 6 8.3
"26883" "PZE-106020499" 6 9.1
"26889" "PZE-106020572" 6 9.2
"26924" "PZE-106021179" 6 9.4
"26921" "PZE-106021096" 6 9.6
"26948" "PZE-106021557" 6 9.7
"26919" "PZE-106020991" 6 9.7
"26920" "PZE-106021050" 6 9.7
"26944" "PZE-106021478" 6 9.8
"26938" "PZE-106021410" 6 9.9
"26327" "PZE-106007445" 6 9.9
"26935" "PZE-106021363" 6 9.9
"26942" "PZE-106021424" 6 9.9
"26941" "PZE-106021420" 6 9.9
"26940" "PZE-106021419" 6 9.9
"26315" "PZE-106007309" 6 10
"26339" "PZE-106007666" 6 10
"26868" "PZE-106020123" 6 10
"26930" "PZE-106021293" 6 10
"26326" "PZE-106007419" 6 10
"26338" "PZE-106007655" 6 10
"26383" "PZE-106008617" 6 10
"26314" "PZE-106007308" 6 10
"26343" "PZE-106007809" 6 10.1
"26345" "PZE-106007817" 6 10.1
"26443" "PZE-106009618" 6 10.1
"26346" "PZE-106007818" 6 10.1
"26344" "PZE-106007813" 6 10.1
"26352" "PZE-106007950" 6 10.2
"26368" "PZE-106008323" 6 10.3
"26370" "PZE-106008345" 6 10.3
"26365" "PZE-106008260" 6 10.3
"26946" "PZE-106021551" 6 10.3
"26369" "PZE-106008329" 6 10.3
"26322" "PZE-106007384" 6 10.4
"26385" "PZE-106008746" 6 10.4
"26321" "PZE-106007374" 6 10.4
"26396" "PZE-106008904" 6 10.4
"26398" "PZE-106008914" 6 10.4
"26386" "PZE-106008747" 6 10.4
"26367" "PZE-106008311" 6 10.5
"26389" "PZE-106008776" 6 10.5
"26419" "PZE-106009237" 6 10.5
"26905" "PZE-106020798" 6 10.7
"26876" "PZE-106020411" 6 10.8
"26450" "PZE-106009923" 6 10.8
"26902" "PZE-106020779" 6 10.9
"26887" "PZE-106020565" 6 10.9
"26906" "PZE-106020830" 6 10.9
"26900" "PZE-106020776" 6 10.9
"26907" "PZE-106020831" 6 10.9
"26904" "PZE-106020787" 6 10.9
"26908" "PZE-106020839" 6 11
"26896" "PZE-106020716" 6 11
"26911" "PZE-106020844" 6 11
"26897" "PZE-106020729" 6 11
"26895" "PZE-106020715" 6 11
"26910" "PZE-106020841" 6 11
"26533" "PZE-106012765" 6 11.1
"26922" "PZE-106021112" 6 11.1
"26460" "PZE-106010268" 6 11.1
"26929" "PZE-106021260" 6 11.1
"26531" "PZE-106012720" 6 11.1
"26402" "PZE-106008963" 6 11.1
"26332" "PZE-106007551" 6 11.1
"26452" "PZE-106010000" 6 11.1
"26912" "PZE-106020879" 6 11.2
"26436" "PZE-106009496" 6 11.2
"26328" "PZE-106007446" 6 11.2
"26425" "PZE-106009328" 6 11.2
"26437" "PZE-106009511" 6 11.2
"26427" "PZE-106009355" 6 11.2
"26931" "PZE-106021294" 6 11.2
"26933" "PZE-106021320" 6 11.2
"26362" "PZE-106008209" 6 11.3
"26361" "PZE-106008147" 6 11.3
"26928" "PZE-106021250" 6 11.3
"26918" "PZE-106020972" 6 11.3
"26363" "PZE-106008237" 6 11.3
"26439" "PZE-106009530" 6 11.3
"26449" "PZE-106009820" 6 11.3
"26380" "PZE-106008513" 6 11.3
"26925" "PZE-106021183" 6 11.3
"26490" "PZE-106011185" 6 11.4
"26462" "PZE-106010445" 6 11.4
"26934" "PZE-106021349" 6 11.4
"26467" "PZE-106010534" 6 11.4
"26360" "PZE-106008139" 6 11.4
"26552" "PZE-106013041" 6 11.4
"26324" "PZE-106007410" 6 11.4
"26932" "PZE-106021308" 6 11.4
"26387" "PZE-106008760" 6 11.4
"26557" "PZE-106013131" 6 11.5
"26340" "PZE-106007763" 6 11.5
"26469" "PZE-106010573" 6 11.5
"26470" "PZE-106010574" 6 11.5
"26351" "PZE-106007906" 6 11.5
"26510" "PZE-106011943" 6 11.6
"26482" "PZE-106011053" 6 11.6
"26378" "PZE-106008506" 6 11.6
"26481" "PZE-106011052" 6 11.6
"26348" "PZE-106007874" 6 11.6
"26358" "PZE-106008094" 6 11.6
"26335" "PZE-106007631" 6 11.6
"26926" "PZE-106021194" 6 11.6
"26319" "PZE-106007346" 6 11.6
"26349" "PZE-106007881" 6 11.7
"26373" "PZE-106008404" 6 11.7
"26359" "PZE-106008114" 6 11.7
"26453" "PZE-106010003" 6 11.7
"26374" "PZE-106008406" 6 11.7
"26459" "PZE-106010241" 6 11.8
"26602" "PZE-106014450" 6 11.8
"26424" "PZE-106009322" 6 11.8
"26388" "PZE-106008765" 6 11.8
"26355" "PZE-106008048" 6 11.8
"26601" "PZE-106014445" 6 11.8
"27064" "PZE-106023979" 6 11.8
"26394" "PZE-106008892" 6 11.8
"26357" "PZE-106008070" 6 11.8
"26497" "PZE-106011274" 6 11.9
"26498" "PZE-106011290" 6 11.9
"26691" "PZE-106016953" 6 11.9
"26416" "PZE-106009223" 6 11.9
"26382" "PZE-106008575" 6 11.9
"26690" "PZE-106016946" 6 11.9
"26474" "PZE-106010794" 6 12
"26475" "PZE-106010800" 6 12
"26428" "PZE-106009392" 6 12
"26429" "PZE-106009413" 6 12
"26431" "PZE-106009420" 6 12
"26819" "PZE-106019110" 6 12
"26827" "PZE-106019204" 6 12
"26831" "PZE-106019328" 6 12
"26834" "PZE-106019347" 6 12
"26432" "PZE-106009440" 6 12
"26699" "PZE-106017122" 6 12
"26835" "PZE-106019350" 6 12
"27073" "PZE-106024605" 6 12
"26820" "PZE-106019141" 6 12
"26433" "PZE-106009441" 6 12
"26663" "PZE-106016143" 6 12.1
"27011" "PZE-106022731" 6 12.1
"26796" "PZE-106018677" 6 12.1
"27015" "PZE-106022766" 6 12.1
"27003" "PZE-106022657" 6 12.1
"26975" "PZE-106022186" 6 12.1
"26575" "PZE-106013454" 6 12.1
"27017" "PZE-106022804" 6 12.1
"27019" "PZE-106022855" 6 12.1
"26992" "PZE-106022515" 6 12.1
"27008" "PZE-106022668" 6 12.1
"26982" "PZE-106022248" 6 12.1
"26981" "PZE-106022229" 6 12.1
"26987" "PZE-106022387" 6 12.1
"27021" "PZE-106022887" 6 12.1
"26582" "PZE-106013563" 6 12.1
"26994" "PZE-106022532" 6 12.1
"27004" "PZE-106022660" 6 12.1
"27007" "PZE-106022667" 6 12.1
"26372" "PZE-106008388" 6 12.1
"27016" "PZE-106022774" 6 12.1
"27005" "PZE-106022661" 6 12.1
"26556" "PZE-106013119" 6 12.1
"26983" "PZE-106022268" 6 12.1
"26514" "PZE-106012204" 6 12.2
"26651" "PZE-106015834" 6 12.2
"26648" "PZE-106015817" 6 12.2
"26649" "PZE-106015819" 6 12.2
"26666" "PZE-106016312" 6 12.2
"27043" "PZE-106023350" 6 12.2
"26471" "PZE-106010668" 6 12.2
"26576" "PZE-106013459" 6 12.2
"26559" "PZE-106013155" 6 12.2
"26500" "PZE-106011319" 6 12.2
"26445" "PZE-106009689" 6 12.2
"27042" "PZE-106023346" 6 12.2
"26495" "PZE-106011267" 6 12.2
"27050" "PZE-106023514" 6 12.2
"26769" "PZE-106018272" 6 12.3
"26662" "PZE-106016124" 6 12.3
"26457" "PZE-106010115" 6 12.3
"26657" "PZE-106016022" 6 12.3
"26634" "PZE-106015431" 6 12.3
"26605" "PZE-106014483" 6 12.3
"26627" "PZE-106015225" 6 12.3
"26664" "PZE-106016144" 6 12.3
"26596" "PZE-106014191" 6 12.3
"26785" "PZE-106018533" 6 12.3
"26456" "PZE-106010060" 6 12.3
"26677" "PZE-106016610" 6 12.3
"26455" "PZE-106010058" 6 12.3
"26489" "PZE-106011181" 6 12.4
"27768" "PZE-106044028" 6 12.4
"26538" "PZE-106012837" 6 12.4
"26543" "PZE-106012901" 6 12.4
"26816" "PZE-106019045" 6 12.4
"26537" "PZE-106012790" 6 12.4
"26726" "PZE-106017582" 6 12.4
"26532" "PZE-106012741" 6 12.4
"26542" "PZE-106012892" 6 12.4
"26440" "PZE-106009581" 6 12.4
"26815" "PZE-106019044" 6 12.4
"26581" "PZE-106013540" 6 12.4
"26824" "PZE-106019161" 6 12.5
"26555" "PZE-106013072" 6 12.5
"26821" "PZE-106019155" 6 12.5
"26568" "PZE-106013266" 6 12.5
"26550" "PZE-106013029" 6 12.5
"26487" "PZE-106011121" 6 12.5
"27148" "PZE-106026710" 6 12.5
"26472" "PZE-106010688" 6 12.5
"26681" "PZE-106016698" 6 12.5
"26594" "PZE-106013971" 6 12.5
"26593" "PZE-106013969" 6 12.5
"26486" "PZE-106011108" 6 12.5
"26564" "PZE-106013188" 6 12.5
"26561" "PZE-106013164" 6 12.5
"26693" "PZE-106016971" 6 12.5
"26823" "PZE-106019160" 6 12.5
"26822" "PZE-106019157" 6 12.5
"27277" "PZE-106030011" 6 12.6
"26797" "PZE-106018683" 6 12.6
"27759" "PZE-106043817" 6 12.6
"27285" "PZE-106030145" 6 12.6
"27272" "PZE-106029942" 6 12.6
"3386" "PZB01881.11" 6 12.6
"26639" "PZE-106015639" 6 12.6
"27284" "PZE-106030130" 6 12.6
"26778" "PZE-106018436" 6 12.6
"27756" "PZE-106043767" 6 12.6
"27273" "PZE-106029958" 6 12.6
"26463" "PZE-106010451" 6 12.6
"27278" "PZE-106030023" 6 12.6
"27767" "PZE-106043985" 6 12.6
"27275" "PZE-106029967" 6 12.6
"27773" "PZE-106044141" 6 12.6
"27274" "PZE-106029966" 6 12.6
"27777" "PZE-106044288" 6 12.6
"26504" "PZE-106011504" 6 12.6
"26659" "PZE-106016117" 6 12.6
"27280" "PZE-106030041" 6 12.6
"26802" "PZE-106018792" 6 12.6
"27276" "PZE-106029972" 6 12.6
"26660" "PZE-106016118" 6 12.6
"27069" "PZE-106024353" 6 12.7
"27200" "PZE-106027786" 6 12.7
"27044" "PZE-106023354" 6 12.7
"27205" "PZE-106027845" 6 12.7
"27204" "PZE-106027828" 6 12.7
"26635" "PZE-106015444" 6 12.7
"27301" "PZE-106030355" 6 12.7
"27201" "PZE-106027807" 6 12.7
"27298" "PZE-106030291" 6 12.7
"26732" "PZE-106017688" 6 12.7
"27076" "PZE-106024716" 6 12.7
"27055" "PZE-106023607" 6 12.7
"27206" "PZE-106027913" 6 12.7
"27203" "PZE-106027816" 6 12.7
"27068" "PZE-106024232" 6 12.7
"27199" "PZE-106027783" 6 12.7
"26578" "PZE-106013490" 6 12.7
"27208" "PZE-106027935" 6 12.7
"26572" "PZE-106013427" 6 12.7
"26806" "PZE-106018933" 6 12.8
"26600" "PZE-106014381" 6 12.8
"26579" "PZE-106013491" 6 12.8
"27087" "PZE-106025056" 6 12.8
"27118" "PZE-106025640" 6 12.8
"27246" "PZE-106028949" 6 12.8
"27104" "PZE-106025314" 6 12.8
"27240" "PZE-106028811" 6 12.8
"26695" "PZE-106016987" 6 12.8
"27239" "PZE-106028808" 6 12.8
"27102" "PZE-106025268" 6 12.8
"27077" "PZE-106024717" 6 12.8
"27101" "PZE-106025267" 6 12.8
"26604" "PZE-106014482" 6 12.8
"27086" "PZE-106025053" 6 12.8
"26694" "PZE-106016986" 6 12.8
"27078" "PZE-106024739" 6 12.8
"26692" "PZE-106016962" 6 12.9
"26845" "PZE-106019543" 6 12.9
"26749" "PZE-106017977" 6 12.9
"27136" "PZE-106026150" 6 12.9
"26667" "PZE-106016350" 6 12.9
"26736" "PZE-106017770" 6 12.9
"26744" "PZE-106017960" 6 12.9
"26747" "PZE-106017974" 6 12.9
"26727" "PZE-106017589" 6 12.9
"26746" "PZE-106017972" 6 12.9
"26740" "PZE-106017847" 6 12.9
"26745" "PZE-106017968" 6 12.9
"26702" "PZE-106017151" 6 12.9
"26954" "PZE-106021751" 6 12.9
"27149" "PZE-106026723" 6 12.9
"26623" "PZE-106015098" 6 12.9
"26620" "PZE-106015070" 6 12.9
"26817" "PZE-106019066" 6 12.9
"26729" "PZE-106017625" 6 12.9
"27155" "PZE-106026914" 6 12.9
"26743" "PZE-106017957" 6 12.9
"26772" "PZE-106018319" 6 12.9
"26701" "PZE-106017150" 6 12.9
"26534" "PZE-106012770" 6 12.9
"26669" "PZE-106016370" 6 12.9
"26536" "PZE-106012777" 6 12.9
"26672" "PZE-106016403" 6 12.9
"26739" "PZE-106017840" 6 12.9
"26520" "PZE-106012443" 6 12.9
"26735" "PZE-106017695" 6 12.9
"26622" "PZE-106015076" 6 12.9
"26535" "PZE-106012774" 6 12.9
"26734" "PZE-106017694" 6 12.9
"26598" "PZE-106014205" 6 13
"26483" "PZE-106011066" 6 13
"26780" "PZE-106018469" 6 13
"26775" "PZE-106018359" 6 13
"27287" "PZE-106030188" 6 13
"26781" "PZE-106018476" 6 13
"26800" "PZE-106018771" 6 13
"26773" "PZE-106018353" 6 13
"26783" "PZE-106018502" 6 13
"26771" "PZE-106018302" 6 13
"26784" "PZE-106018508" 6 13
"27001" "PZE-106022655" 6 13
"26764" "PZE-106018209" 6 13
"26668" "PZE-106016351" 6 13
"26584" "PZE-106013654" 6 13
"26782" "PZE-106018481" 6 13
"26774" "PZE-106018356" 6 13
"26731" "PZE-106017679" 6 13
"26724" "PZE-106017576" 6 13
"2351" "PZA00462.2" 6 13
"26793" "PZE-106018639" 6 13
"27162" "PZE-106027063" 6 13
"26776" "PZE-106018370" 6 13
"26779" "PZE-106018443" 6 13
"26768" "PZE-106018260" 6 13
"27360" "PZE-106031962" 6 13.1
"27361" "PZE-106031975" 6 13.1
"27753" "PZE-106043706" 6 13.1
"26515" "PZE-106012245" 6 13.1
"26755" "PZE-106018085" 6 13.1
"27363" "PZE-106031979" 6 13.1
"27752" "PZE-106043687" 6 13.1
"27209" "PZE-106027994" 6 13.1
"26676" "PZE-106016536" 6 13.2
"27227" "PZE-106028590" 6 13.2
"27143" "PZE-106026585" 6 13.2
"27147" "PZE-106026695" 6 13.2
"27257" "PZE-106029431" 6 13.2
"27236" "PZE-106028794" 6 13.2
"27317" "PZE-106030763" 6 13.2
"27228" "PZE-106028591" 6 13.2
"26647" "PZE-106015816" 6 13.2
"27092" "PZE-106025165" 6 13.2
"26654" "PZE-106015863" 6 13.2
"27755" "PZE-106043750" 6 13.2
"26653" "PZE-106015862" 6 13.2
"26642" "PZE-106015711" 6 13.2
"26503" "PZE-106011390" 6 13.2
"26645" "PZE-106015808" 6 13.2
"27196" "PZE-106027686" 6 13.2
"27091" "PZE-106025164" 6 13.3
"27126" "PZE-106025942" 6 13.3
"27103" "PZE-106025281" 6 13.3
"27255" "PZE-106029368" 6 13.3
"27096" "PZE-106025198" 6 13.3
"26811" "PZE-106018972" 6 13.3
"27115" "PZE-106025558" 6 13.3
"27146" "PZE-106026650" 6 13.3
"27093" "PZE-106025166" 6 13.3
"27110" "PZE-106025515" 6 13.3
"26809" "PZE-106018957" 6 13.3
"26810" "PZE-106018961" 6 13.3
"26756" "PZE-106018097" 6 13.3
"27097" "PZE-106025206" 6 13.3
"27099" "PZE-106025255" 6 13.3
"27131" "PZE-106026017" 6 13.3
"26643" "PZE-106015757" 6 13.3
"27095" "PZE-106025197" 6 13.3
"26675" "PZE-106016519" 6 13.3
"27141" "PZE-106026349" 6 13.3
"27122" "PZE-106025869" 6 13.3
"27090" "PZE-106025163" 6 13.3
"27128" "PZE-106025971" 6 13.3
"27098" "PZE-106025231" 6 13.3
"26808" "PZE-106018956" 6 13.3
"27135" "PZE-106026117" 6 13.3
"27111" "PZE-106025525" 6 13.3
"27256" "PZE-106029376" 6 13.4
"27262" "PZE-106029488" 6 13.4
"27289" "PZE-106030218" 6 13.4
"26803" "PZE-106018793" 6 13.4
"26688" "PZE-106016936" 6 13.4
"27033" "PZE-106023113" 6 13.4
"27251" "PZE-106029088" 6 13.4
"26511" "PZE-106011989" 6 13.4
"27258" "PZE-106029434" 6 13.4
"26728" "PZE-106017603" 6 13.4
"27036" "PZE-106023206" 6 13.4
"27263" "PZE-106029504" 6 13.4
"26615" "PZE-106014943" 6 13.4
"27023" "PZE-106022908" 6 13.4
"27020" "PZE-106022886" 6 13.4
"27286" "PZE-106030154" 6 13.4
"27030" "PZE-106023095" 6 13.4
"26689" "PZE-106016943" 6 13.4
"27022" "PZE-106022904" 6 13.4
"27031" "PZE-106023098" 6 13.4
"26848" "PZE-106019566" 6 13.4
"27252" "PZE-106029095" 6 13.4
"26777" "PZE-106018399" 6 13.4
"27326" "PZE-106031057" 6 13.5
"26721" "PZE-106017475" 6 13.5
"27154" "PZE-106026913" 6 13.5
"27159" "PZE-106026953" 6 13.5
"27288" "PZE-106030203" 6 13.5
"27329" "PZE-106031080" 6 13.5
"27059" "PZE-106023780" 6 13.5
"27296" "PZE-106030285" 6 13.5
"26788" "PZE-106018583" 6 13.5
"27294" "PZE-106030282" 6 13.5
"27293" "PZE-106030280" 6 13.5
"27292" "PZE-106030275" 6 13.5
"27058" "PZE-106023775" 6 13.5
"27306" "PZE-106030473" 6 13.5
"27327" "PZE-106031058" 6 13.5
"27304" "PZE-106030415" 6 13.5
